"chromosome","start","end","width","strand","metadata_name","metadata_score","OriginalOrder","ClusterID","SortingOrder","FinalOrder"
"chrI",2726658,2727547,890,"+","WBGene00004920",7.73848,779,1,779,348
"chrIII",5555138,5557278,2141,"+","WBGene00017301",7.67554,782,1,782,349
"chrIII",5555363,5557278,1916,"+","WBGene00017301",7.67554,783,1,783,350
"chrIII",5555139,5557278,2140,"+","WBGene00017301",7.67554,784,1,784,351
"chrIII",5555364,5557278,1915,"+","WBGene00017301",7.67554,785,1,785,352
"chrI",6553480,6554590,1111,"-","WBGene00000896",7.66286,786,1,786,353
"chrI",4372255,4373171,917,"-","WBGene00003061",7.64174,790,1,790,354
"chrI",3822411,3826517,4107,"+","WBGene00006833",7.59572,797,1,797,355
"chrI",5105110,5106207,1098,"-","WBGene00003924",7.59404,798,1,798,356
"chrI",5105110,5106207,1098,"-","WBGene00003924",7.59404,799,1,799,357
"chrII",9331584,9333907,2324,"+","WBGene00001229",7.53853,800,1,800,358
"chrI",7090554,7091370,817,"+","WBGene00009051",7.47937,808,1,808,359
"chrII",7070144,7073282,3139,"-","WBGene00002238",7.39373,812,1,812,360
"chrIII",2528850,2530494,1645,"+","WBGene00021849",7.32973,816,1,816,361
"chrII",13872707,13875351,2645,"+","WBGene00013094",7.32627,817,1,817,362
"chrII",13872708,13875351,2644,"+","WBGene00013094",7.32627,818,1,818,363
"chrII",13872784,13875351,2568,"+","WBGene00013094",7.32627,819,1,819,364
"chrI",8692677,8693463,787,"+","WBGene00000209",7.32397,820,1,820,365
"chrI",8692678,8693463,786,"+","WBGene00000209",7.32397,821,1,821,366
"chrI",8692923,8693463,541,"+","WBGene00000209",7.32397,822,1,822,367
"chrII",8811202,8812576,1375,"+","WBGene00009783",7.296,824,1,824,368
"chrII",8811190,8812576,1387,"+","WBGene00009783",7.296,825,1,825,369
"chrII",5373916,5375161,1246,"+","WBGene00017283",7.21553,832,1,832,370
"chrII",5373682,5375161,1480,"+","WBGene00017283",7.21553,833,1,833,371
"chrII",5373917,5375161,1245,"+","WBGene00017283",7.21553,834,1,834,372
"chrIII",6248265,6251555,3291,"+","WBGene00020437",7.20598,835,1,835,373
"chrIII",6248244,6251555,3312,"+","WBGene00020437",7.20598,836,1,836,374
"chrIII",6248265,6251555,3291,"+","WBGene00020437",7.20598,837,1,837,375
"chrIII",10748126,10749985,1860,"+","WBGene00010478",7.19565,838,1,838,376
"chrIII",10748124,10749985,1862,"+","WBGene00010478",7.19565,839,1,839,377
"chrIII",10748197,10749985,1789,"+","WBGene00010478",7.19565,840,1,840,378
"chrI",14756836,14759343,2508,"+","WBGene00001030",7.12643,854,1,854,379
"chrI",14756847,14759343,2497,"+","WBGene00001030",7.12643,855,1,855,380
"chrI",14756837,14759343,2507,"+","WBGene00001030",7.12643,856,1,856,381
"chrIII",4560723,4566248,5526,"+","WBGene00003915",7.09232,857,1,857,382
"chrIV",10388472,10393273,4802,"+","WBGene00011222",7.04583,865,1,865,383
"chrI",8695197,8696376,1180,"-","WBGene00003953",7.03446,866,1,866,384
"chrI",8695197,8696375,1179,"-","WBGene00003953",7.03446,867,1,867,385
"chrI",8695197,8696370,1174,"-","WBGene00003953",7.03446,868,1,868,386
"chrIII",4567293,4571803,4511,"+","WBGene00009440",7.01871,869,1,869,387
"chrIII",4567293,4571803,4511,"+","WBGene00009440",7.01871,870,1,870,388
"chrIII",8243048,8244143,1096,"-","WBGene00003952",7.01604,871,1,871,389
"chrIII",8243048,8244144,1097,"-","WBGene00003952",7.01604,872,1,872,390
"chrIII",8443843,8447011,3169,"-","WBGene00016250",7.01078,873,1,873,391
"chrIII",8443843,8447012,3170,"-","WBGene00016250",7.01078,874,1,874,392
"chrIII",8443843,8447041,3199,"-","WBGene00016250",7.01078,875,1,875,393
"chrIV",4445970,4446999,1030,"+","WBGene00019947",6.95607,878,1,878,394
"chrIV",4445971,4446999,1029,"+","WBGene00019947",6.95607,879,1,879,395
"chrIII",8132755,8136583,3829,"+","WBGene00015752",6.94957,885,1,885,396
"chrIII",8133510,8136583,3074,"+","WBGene00015752",6.94957,886,1,886,397
"chrIII",8133486,8136583,3098,"+","WBGene00015752",6.94957,887,1,887,398
"chrIII",13344715,13346765,2051,"+","WBGene00009952",6.93062,890,1,890,399
"chrIII",13344643,13346765,2123,"+","WBGene00009952",6.93062,891,1,891,400
"chrIII",13344816,13346765,1950,"+","WBGene00009952",6.93062,892,1,892,401
"chrI",6562602,6563661,1060,"+","WBGene00019003",6.91934,893,1,893,402
"chrIV",7924338,7924956,619,"+","WBGene00016790",6.77902,912,1,912,403
"chrIV",7924308,7924956,649,"+","WBGene00016790",6.77902,913,1,913,404
"chrIV",7924338,7924956,619,"+","WBGene00016790",6.77902,914,1,914,405
"chrI",3266836,3269150,2315,"+","WBGene00020915",6.77548,915,1,915,406
"chrI",3266838,3269150,2313,"+","WBGene00020915",6.77548,917,1,917,407
"chrIII",13393786,13395110,1325,"+","WBGene00011398",6.7743,918,1,918,408
"chrIII",13393802,13395110,1309,"+","WBGene00011398",6.7743,919,1,919,409
"chrIV",10003569,10005562,1994,"+","WBGene00005663",6.76188,920,1,920,410
"chrIV",10003568,10005562,1995,"+","WBGene00005663",6.76188,921,1,921,411
"chrIV",10003609,10005562,1954,"+","WBGene00005663",6.76188,922,1,922,412
"chrIII",5906233,5908378,2146,"+","WBGene00016195",6.75061,926,1,926,413
"chrIII",5906275,5908378,2104,"+","WBGene00016195",6.75061,927,1,927,414
"chrIII",5906244,5908378,2135,"+","WBGene00016195",6.75061,928,1,928,415
"chrII",4954494,4955511,1018,"-","WBGene00003949",6.68646,939,1,939,416
"chrII",4954494,4955497,1004,"-","WBGene00003949",6.68646,940,1,940,417
"chrI",3829325,3834127,4803,"+","WBGene00018764",6.67078,951,1,951,418
"chrI",7724821,7727109,2289,"+","WBGene00009189",6.62889,961,1,961,419
"chrI",7724815,7727109,2295,"+","WBGene00009189",6.62889,962,1,962,420
"chrI",7725015,7727109,2095,"+","WBGene00009189",6.62889,963,1,963,421
"chrI",11911746,11912884,1139,"-","WBGene00003123",6.62356,964,1,964,422
"chrIII",12686360,12688055,1696,"-","WBGene00004700",6.52696,976,1,976,423
"chrIII",12686360,12688056,1697,"-","WBGene00004700",6.52696,977,1,977,424
"chrIV",17087685,17088799,1115,"+","WBGene00004914",6.50624,978,1,978,425
"chrIV",17087676,17088799,1124,"+","WBGene00004914",6.50624,979,1,979,426
"chrIV",17087686,17088799,1114,"+","WBGene00004914",6.50624,980,1,980,427
"chrI",2727712,2731456,3745,"+","WBGene00022127",6.48666,985,1,985,428
"chrIII",8447179,8449265,2087,"+","WBGene00004460",6.47606,990,1,990,429
"chrIII",8447068,8449265,2198,"+","WBGene00004460",6.47606,991,1,991,430
"chrIII",8447180,8449265,2086,"+","WBGene00004460",6.47606,992,1,992,431
"chrI",10373361,10374291,931,"-","WBGene00003587",6.46415,994,1,994,432
"chrI",10373361,10374291,931,"-","WBGene00003587",6.46415,995,1,995,433
"chrI",10373361,10374632,1272,"-","WBGene00003587",6.46415,996,1,996,434
"chrIV",9316280,9318195,1916,"+","WBGene00004463",6.31764,1006,1,1006,435
"chrIV",9316271,9318195,1925,"+","WBGene00004463",6.31764,1007,1,1007,436
"chrIV",9316281,9318195,1915,"+","WBGene00004463",6.31764,1008,1,1008,437
"chrI",4633750,4635631,1882,"+","WBGene00016653",6.22996,1023,1,1023,438
"chrIII",12367374,12370083,2710,"-","WBGene00001946",6.21964,1026,1,1026,439
"chrII",11468488,11469795,1308,"-","WBGene00044026",6.18368,1029,1,1029,440
"chrII",11468488,11469779,1292,"-","WBGene00044026",6.18368,1030,1,1030,441
"chrII",11468488,11469780,1293,"-","WBGene00044026",6.18368,1031,1,1031,442
"chrI",13626506,13628630,2125,"-","WBGene00012351",6.18293,1032,1,1032,443
"chrI",13626506,13628601,2096,"-","WBGene00012351",6.18293,1033,1,1033,444
"chrIII",7209905,7215049,5145,"+","WBGene00020107",6.01355,1058,1,1058,445
"chrIII",5861813,5863823,2011,"-","WBGene00017163",6.01271,1059,1,1059,446
"chrIII",5861813,5863680,1868,"-","WBGene00017163",6.01271,1060,1,1060,447
"chrIV",425817,427205,1389,"+","WBGene00022046",5.93659,1065,1,1065,448
"chrIV",425836,427205,1370,"+","WBGene00022046",5.93659,1066,1,1066,449
"chrIV",9095739,9096337,599,"-","WBGene00007223",5.93615,1067,1,1067,450
"chrIV",9095739,9096312,574,"-","WBGene00007223",5.93615,1068,1,1068,451
"chrIV",9095739,9096331,593,"-","WBGene00007223",5.93615,1069,1,1069,452
"chrIV",9095739,9096274,536,"-","WBGene00007223",5.93615,1070,1,1070,453
"chrIII",13763963,13768315,4353,"-","WBGene00010665",5.80829,1086,1,1086,454
"chrIII",13763963,13767991,4029,"-","WBGene00010665",5.80829,1087,1,1087,455
"chrIII",13763963,13768114,4152,"-","WBGene00010665",5.80829,1088,1,1088,456
"chrI",4175106,4177274,2169,"+","WBGene00004464",5.77031,1095,1,1095,457
"chrI",4175115,4177274,2160,"+","WBGene00004464",5.77031,1096,1,1096,458
"chrIII",13343156,13344515,1360,"+","WBGene00002059",5.76111,1097,1,1097,459
"chrIII",13343341,13344515,1175,"+","WBGene00002059",5.76111,1098,1,1098,460
"chrI",12904125,12906348,2224,"+","WBGene00012484",5.6636,1112,1,1112,461
"chrI",12904285,12906348,2064,"+","WBGene00012484",5.6636,1113,1,1113,462
"chrI",12904076,12906348,2273,"+","WBGene00012484",5.6636,1114,1,1114,463
"chrIII",4412291,4414728,2438,"+","WBGene00011119",5.66225,1115,1,1115,464
"chrIII",4412294,4414728,2435,"+","WBGene00011119",5.66225,1116,1,1116,465
"chrI",5678636,5679866,1231,"+","WBGene00020557",5.65592,1119,1,1119,466
"chrI",5678334,5679866,1533,"+","WBGene00020557",5.65592,1120,1,1120,467
"chrI",9307770,9310213,2444,"+","WBGene00004268",5.65341,1121,1,1121,468
"chrI",9307764,9310213,2450,"+","WBGene00004268",5.65341,1122,1,1122,469
"chrIV",8379585,8381903,2319,"+","WBGene00017070",5.62598,1124,1,1124,470
"chrIV",8379957,8381903,1947,"+","WBGene00017070",5.62598,1125,1,1125,471
"chrIV",8379977,8381903,1927,"+","WBGene00017070",5.62598,1126,1,1126,472
"chrI",6206956,6211157,4202,"-","WBGene00020347",5.6077,1131,1,1131,473
"chrII",42207,46216,4010,"-","WBGene00004504",5.55358,1146,1,1146,474
"chrII",42207,46216,4010,"-","WBGene00004504",5.55358,1147,1,1147,475
"chrII",10872764,10873738,975,"+","WBGene00010333",5.51736,1156,1,1156,476
"chrII",10872740,10873738,999,"+","WBGene00010333",5.51736,1157,1,1157,477
"chrI",6854687,6857536,2850,"+","WBGene00001598",5.47161,1164,1,1164,478
"chrI",6854687,6857536,2850,"+","WBGene00001598",5.47161,1165,1,1165,479
"chrIII",8969560,8971701,2142,"-","WBGene00001227",5.43252,1169,1,1169,480
"chrIII",8969560,8971702,2143,"-","WBGene00001227",5.43252,1170,1,1170,481
"chrIV",11315101,11315855,755,"+","WBGene00007107",5.42961,1171,1,1171,482
"chrIV",11315120,11315855,736,"+","WBGene00007107",5.42961,1172,1,1172,483
"chrII",11691262,11695593,4332,"-","WBGene00006617",5.38517,1180,1,1180,484
"chrII",11691262,11695593,4332,"-","WBGene00006617",5.38517,1181,1,1181,485
"chrII",10098719,10099964,1246,"-","WBGene00003928",5.32283,1193,1,1193,486
"chrII",10098719,10099963,1245,"-","WBGene00003928",5.32283,1194,1,1194,487
"chrI",8727208,8728540,1333,"-","WBGene00003925",5.31633,1197,1,1197,488
"chrI",8727208,8728544,1337,"-","WBGene00003925",5.31633,1198,1,1198,489
"chrI",8727208,8728541,1334,"-","WBGene00003925",5.31633,1199,1,1199,490
"chrI",10682460,10683139,680,"-","WBGene00016395",5.28921,1201,1,1201,491
"chrI",10682460,10683139,680,"-","WBGene00016395",5.28921,1202,1,1202,492
"chrIII",3392002,3395297,3296,"-","WBGene00003372",5.26862,1204,1,1204,493
"chrII",51072,57607,6536,"+","WBGene00016020",5.25252,1206,1,1206,494
"chrIII",13622957,13624071,1115,"+","WBGene00011734",5.2337,1212,1,1212,495
"chrIII",13622942,13624071,1130,"+","WBGene00011734",5.2337,1213,1,1213,496
"chrIII",13623192,13624071,880,"+","WBGene00011734",5.2337,1214,1,1214,497
"chrIII",13622512,13624071,1560,"+","WBGene00011734",5.2337,1215,1,1215,498
"chrII",11652929,11654130,1202,"+","WBGene00004468",5.21608,1216,1,1216,499
"chrII",11652930,11654130,1201,"+","WBGene00004468",5.21608,1217,1,1217,500
"chrI",1835681,1841923,6243,"+","WBGene00001196",5.20863,1218,1,1218,501
"chrI",1835681,1841923,6243,"+","WBGene00001196",5.20863,1219,1,1219,502
"chrI",6757367,6758180,814,"+","WBGene00001682",5.20758,1220,1,1220,503
"chrI",6757368,6758180,813,"+","WBGene00001682",5.20758,1221,1,1221,504
"chrIII",2786846,2788020,1175,"+","WBGene00022169",5.19933,1222,1,1222,505
"chrIII",5008913,5018207,9295,"-","WBGene00020097",5.18879,1225,1,1225,506
"chrIII",5008913,5018142,9230,"-","WBGene00020097",5.18879,1226,1,1226,507
"chrIII",5008913,5018238,9326,"-","WBGene00020097",5.18879,1227,1,1227,508
"chrI",310981,315711,4731,"-","WBGene00002077",5.10232,1251,1,1251,509
"chrII",9624279,9626569,2291,"+","WBGene00014249",5.092,1252,1,1252,510
"chrII",9624280,9626569,2290,"+","WBGene00014249",5.092,1253,1,1253,511
"chrII",8464725,8467028,2304,"+","WBGene00001498",5.0761,1259,1,1259,512
"chrII",8464691,8467028,2338,"+","WBGene00001498",5.0761,1260,1,1260,513
"chrII",8464726,8467028,2303,"+","WBGene00001498",5.0761,1261,1,1261,514
"chrIII",8832386,8844178,11793,"-","WBGene00018418",5.03947,1267,1,1267,515
"chrI",5741868,5744035,2168,"-","WBGene00004505",4.99308,1272,1,1272,516
"chrI",5741868,5744049,2182,"-","WBGene00004505",4.99308,1273,1,1273,517
"chrI",5741868,5744049,2182,"-","WBGene00004505",4.99308,1274,1,1274,518
"chrI",2895330,2901047,5718,"-","WBGene00022119",4.96785,1275,1,1275,519
"chrI",2895330,2901046,5717,"-","WBGene00022119",4.96785,1276,1,1276,520
"chrI",2895330,2901047,5718,"-","WBGene00022119",4.96785,1277,1,1277,521
"chrI",9620055,9622364,2310,"+","WBGene00011488",4.96267,1281,1,1281,522
"chrI",9620051,9622364,2314,"+","WBGene00011488",4.96267,1282,1,1282,523
"chrI",9620056,9622364,2309,"+","WBGene00011488",4.96267,1283,1,1283,524
"chrIII",188745,190942,2198,"+","WBGene00006715",4.91556,1286,1,1286,525
"chrIII",188746,190942,2197,"+","WBGene00006715",4.91556,1287,1,1287,526
"chrII",6589131,6591054,1924,"+","WBGene00016961",4.91116,1292,1,1292,527
"chrII",6589031,6591054,2024,"+","WBGene00016961",4.91116,1293,1,1293,528
"chrII",6589130,6591054,1925,"+","WBGene00016961",4.91116,1294,1,1294,529
"chrII",6589254,6591054,1801,"+","WBGene00016961",4.91116,1295,1,1295,530
"chrII",6589258,6591054,1797,"+","WBGene00016961",4.91116,1296,1,1296,531
"chrI",7088021,7090262,2242,"-","WBGene00003815",4.90476,1297,1,1297,532
"chrI",7088021,7090301,2281,"-","WBGene00003815",4.90476,1298,1,1298,533
"chrIV",9884483,9887131,2649,"+","WBGene00009319",4.83574,1306,1,1306,534
"chrIV",9884458,9887131,2674,"+","WBGene00009319",4.83574,1307,1,1307,535
"chrIV",9884488,9887131,2644,"+","WBGene00009319",4.83574,1308,1,1308,536
"chrI",13576237,13581581,5345,"+","WBGene00013597",4.82848,1312,1,1312,537
"chrII",11237381,11239028,1648,"-","WBGene00004465",4.8251,1313,1,1313,538
"chrIII",13299159,13302663,3505,"+","WBGene00012803",4.81173,1314,1,1314,539
"chrIV",12123108,12124788,1681,"+","WBGene00000122",4.67029,1334,1,1334,540
"chrIV",12123091,12124788,1698,"+","WBGene00000122",4.67029,1335,1,1335,541
"chrIV",12123109,12124788,1680,"+","WBGene00000122",4.67029,1336,1,1336,542
"chrIV",12123133,12124788,1656,"+","WBGene00000122",4.67029,1337,1,1337,543
"chrI",10732531,10733753,1223,"-","WBGene00015025",4.66132,1339,1,1339,544
"chrI",10732531,10733756,1226,"-","WBGene00015025",4.66132,1340,1,1340,545
"chrI",10732531,10733725,1195,"-","WBGene00015025",4.66132,1341,1,1341,546
"chrIV",8302071,8307356,5286,"+","WBGene00006914",4.63303,1350,1,1350,547
"chrII",11651196,11652858,1663,"-","WBGene00013924",4.61985,1360,1,1360,548
"chrII",11651196,11652842,1647,"-","WBGene00013924",4.61985,1361,1,1361,549
"chrII",11651196,11652859,1664,"-","WBGene00013924",4.61985,1362,1,1362,550
"chrII",7701895,7705202,3308,"-","WBGene00015206",4.6058,1364,1,1364,551
"chrII",7701895,7705205,3311,"-","WBGene00015206",4.6058,1365,1,1365,552
"chrII",7701895,7705302,3408,"-","WBGene00015206",4.6058,1366,1,1366,553
"chrII",11489541,11492957,3417,"-","WBGene00007143",4.60446,1367,1,1367,554
"chrII",11489541,11492957,3417,"-","WBGene00007143",4.60446,1368,1,1368,555
"chrII",11489541,11493013,3473,"-","WBGene00007143",4.60446,1369,1,1369,556
"chrI",9420899,9422300,1402,"-","WBGene00003904",4.59654,1370,1,1370,557
"chrI",14113538,14114079,542,"+","WBGene00013406",4.58336,1371,1,1371,558
"chrI",14113539,14114079,541,"+","WBGene00013406",4.58336,1372,1,1372,559
"chrI",9609494,9611662,2169,"-","WBGene00002070",4.55995,1378,1,1378,560
"chrIII",8894709,8896574,1866,"+","WBGene00014025",4.55551,1379,1,1379,561
"chrIII",3460313,3461583,1271,"+","WBGene00007927",4.5528,1380,1,1380,562
"chrIII",3460326,3461583,1258,"+","WBGene00007927",4.5528,1381,1,1381,563
"chrII",4696416,4698424,2009,"-","WBGene00004461",4.54553,1384,1,1384,564
"chrII",4696416,4698424,2009,"-","WBGene00004461",4.54553,1385,1,1385,565
"chrIII",6959054,6962135,3082,"-","WBGene00004462",4.54032,1388,1,1388,566
"chrIII",6959054,6962153,3100,"-","WBGene00004462",4.54032,1389,1,1389,567
"chrIII",6959054,6961971,2918,"-","WBGene00004462",4.54032,1390,1,1390,568
"chrIII",6959054,6962102,3049,"-","WBGene00004462",4.54032,1391,1,1391,569
"chrIII",8717399,8718486,1088,"+","WBGene00015133",4.51487,1401,1,1401,570
"chrIII",8717394,8718486,1093,"+","WBGene00015133",4.51487,1402,1,1402,571
"chrIII",8717395,8718486,1092,"+","WBGene00015133",4.51487,1403,1,1403,572
"chrIII",4594509,4595932,1424,"-","WBGene00000206",4.49994,1407,1,1407,573
"chrIII",7824311,7829015,4705,"-","WBGene00001209",4.46259,1412,1,1412,574
"chrII",5712331,5714959,2629,"-","WBGene00015943",4.45278,1414,1,1414,575
"chrII",14349683,14351388,1706,"+","WBGene00013219",4.42368,1419,1,1419,576
"chrII",14349684,14351388,1705,"+","WBGene00013219",4.42368,1420,1,1420,577
"chrIII",6171095,6173097,2003,"-","WBGene00018341",4.38744,1429,1,1429,578
"chrIII",6171095,6172893,1799,"-","WBGene00018341",4.38744,1430,1,1430,579
"chrIII",6171095,6173098,2004,"-","WBGene00018341",4.38744,1431,1,1431,580
"chrIII",6171095,6173409,2315,"-","WBGene00018341",4.38744,1432,1,1432,581
"chrI",3158516,3162567,4052,"-","WBGene00006888",4.33451,1443,1,1443,582
"chrI",3158516,3162575,4060,"-","WBGene00006888",4.33451,1444,1,1444,583
"chrI",3158516,3162525,4010,"-","WBGene00006888",4.33451,1445,1,1445,584
"chrI",9615188,9616355,1168,"-","WBGene00010616",4.30576,1451,1,1451,585
"chrII",6049785,6054279,4495,"+","WBGene00020022",4.27624,1468,1,1468,586
"chrII",6050302,6054279,3978,"+","WBGene00020022",4.27624,1469,1,1469,587
"chrIII",7123032,7124270,1239,"+","WBGene00015101",4.26906,1470,1,1470,588
"chrIII",7123033,7124270,1238,"+","WBGene00015101",4.26906,1471,1,1471,589
"chrIII",7123066,7124270,1205,"+","WBGene00015101",4.26906,1472,1,1472,590
"chrIII",7858751,7859448,698,"+","WBGene00044324",4.26086,1473,1,1473,591
"chrIII",7858779,7859448,670,"+","WBGene00044324",4.26086,1474,1,1474,592
"chrIII",13425999,13427614,1616,"+","WBGene00009732",4.2584,1475,1,1475,593
"chrI",8636114,8637955,1842,"-","WBGene00000777",4.25687,1476,1,1476,594
"chrI",11578404,11579603,1200,"+","WBGene00008857",4.24756,1479,1,1479,595
"chrI",11578405,11579603,1199,"+","WBGene00008857",4.24756,1480,1,1480,596
"chrI",14707047,14707864,818,"-","WBGene00013200",4.24549,1481,1,1481,597
"chrI",14707047,14708071,1025,"-","WBGene00013200",4.24549,1482,1,1482,598
"chrI",9669310,9670132,823,"+","WBGene00004437",4.23408,1484,1,1484,599
"chrI",9669301,9670132,832,"+","WBGene00004437",4.23408,1485,1,1485,600
"chrIII",13642318,13643527,1210,"-","WBGene00011730",4.21756,1486,1,1486,601
"chrIII",13642318,13643528,1211,"-","WBGene00011730",4.21756,1487,1,1487,602
"chrI",7581939,7583364,1426,"+","WBGene00008415",4.21729,1488,1,1488,603
"chrI",7582006,7583364,1359,"+","WBGene00008415",4.21729,1489,1,1489,604
"chrI",7581986,7583364,1379,"+","WBGene00008415",4.21729,1490,1,1490,605
"chrI",7581987,7583364,1378,"+","WBGene00008415",4.21729,1491,1,1491,606
"chrII",10100116,10103000,2885,"+","WBGene00014165",4.18783,1507,1,1507,607
"chrII",10100144,10103000,2857,"+","WBGene00014165",4.18783,1508,1,1508,608
"chrI",2064912,2065484,573,"+","WBGene00021348",4.18762,1509,1,1509,609
"chrII",8964991,8966857,1867,"+","WBGene00007683",4.1876,1510,1,1510,610
"chrII",8964991,8966857,1867,"+","WBGene00007683",4.1876,1511,1,1511,611
"chrIII",5159690,5163588,3899,"-","WBGene00001744",4.12632,1520,1,1520,612
"chrIII",7861727,7862509,783,"+","WBGene00004918",4.10274,1531,1,1531,613
"chrIII",7861680,7862509,830,"+","WBGene00004918",4.10274,1532,1,1532,614
"chrIII",7861670,7862509,840,"+","WBGene00004918",4.10274,1533,1,1533,615
"chrIII",7861671,7862509,839,"+","WBGene00004918",4.10274,1534,1,1534,616
"chrIII",3400630,3404558,3929,"-","WBGene00003795",4.089,1540,1,1540,617
"chrIII",3400630,3404557,3928,"-","WBGene00003795",4.089,1541,1,1541,618
"chrIII",3400630,3404468,3839,"-","WBGene00003795",4.089,1542,1,1542,619
"chrIII",3400630,3404558,3929,"-","WBGene00003795",4.089,1543,1,1543,620
"chrII",5911301,5916888,5588,"+","WBGene00019127",4.07009,1548,1,1548,621
"chrII",11977720,11979795,2076,"-","WBGene00012471",4.01886,1552,1,1552,622
"chrII",11977720,11979807,2088,"-","WBGene00012471",4.01886,1553,1,1553,623
"chrIV",11179439,11182979,3541,"+","WBGene00011122",4.00544,1556,1,1556,624
"chrIV",11179480,11182979,3500,"+","WBGene00011122",4.00544,1557,1,1557,625
"chrI",11909347,11910095,749,"-","WBGene00011155",3.99638,1558,1,1558,626
"chrI",11909347,11910095,749,"-","WBGene00011155",3.99638,1559,1,1559,627
"chrIII",8330101,8331880,1780,"-","WBGene00022583",3.98643,1560,1,1560,628
"chrII",286625,288850,2226,"+","WBGene00015186",3.98354,1561,1,1561,629
"chrII",10240251,10242430,2180,"-","WBGene00011334",3.96704,1564,1,1564,630
"chrIII",1777700,1778303,604,"+","WBGene00021441",3.94451,1571,1,1571,631
"chrIII",1777712,1778303,592,"+","WBGene00021441",3.94451,1572,1,1572,632
"chrI",12967205,12968554,1350,"-","WBGene00003948",3.93127,1573,1,1573,633
"chrII",7690656,7695734,5079,"-","WBGene00003730",3.92127,1574,1,1574,634
"chrIII",12874835,12875672,838,"+","WBGene00012550",3.91367,1575,1,1575,635
"chrIII",12874853,12875672,820,"+","WBGene00012550",3.91367,1576,1,1576,636
"chrIII",9456298,9462876,6579,"+","WBGene00004980",3.91076,1577,1,1577,637
"chrIII",9456299,9462876,6578,"+","WBGene00004980",3.91076,1578,1,1578,638
"chrIII",9456479,9462876,6398,"+","WBGene00004980",3.91076,1579,1,1579,639
"chrIV",6906404,6910215,3812,"-","WBGene00004458",3.90873,1580,1,1580,640
"chrIV",6906404,6910145,3742,"-","WBGene00004458",3.90873,1581,1,1581,641
"chrIV",6906404,6910189,3786,"-","WBGene00004458",3.90873,1582,1,1582,642
"chrIV",8289832,8291485,1654,"+","WBGene00019505",3.89996,1583,1,1583,643
"chrIV",13370584,13371589,1006,"+","WBGene00013373",3.89003,1584,1,1584,644
"chrIV",13370587,13371589,1003,"+","WBGene00013373",3.89003,1585,1,1585,645
"chrII",11234988,11236386,1399,"-","WBGene00011527",3.87988,1589,1,1589,646
"chrII",11234988,11236391,1404,"-","WBGene00011527",3.87988,1590,1,1590,647
"chrII",11234988,11236386,1399,"-","WBGene00011527",3.87988,1591,1,1591,648
"chrIV",245121,251924,6804,"+","WBGene00019819",3.84863,1593,1,1593,649
"chrIV",245039,251924,6886,"+","WBGene00019819",3.84863,1594,1,1594,650
"chrIV",245121,251924,6804,"+","WBGene00019819",3.84863,1595,1,1595,651
"chrII",1306247,1310373,4127,"-","WBGene00000112",3.84325,1596,1,1596,652
"chrII",1306247,1310382,4136,"-","WBGene00000112",3.84325,1597,1,1597,653
"chrII",1306247,1310140,3894,"-","WBGene00000112",3.84325,1598,1,1598,654
"chrII",1306247,1310251,4005,"-","WBGene00000112",3.84325,1599,1,1599,655
"chrII",7597496,7598998,1503,"-","WBGene00019941",3.7946,1605,1,1605,656
"chrII",7597496,7599003,1508,"-","WBGene00019941",3.7946,1606,1,1606,657
"chrII",7597496,7599004,1509,"-","WBGene00019941",3.7946,1607,1,1607,658
"chrI",10398975,10400742,1768,"-","WBGene00000843",3.7894,1612,1,1612,659
"chrI",4177307,4178544,1238,"-","WBGene00020038",3.78264,1613,1,1613,660
"chrI",4177307,4178449,1143,"-","WBGene00020038",3.78264,1614,1,1614,661
"chrI",4177307,4178553,1247,"-","WBGene00020038",3.78264,1615,1,1615,662
"chrI",6317703,6320421,2719,"+","WBGene00017816",3.76178,1621,1,1621,663
"chrI",6317433,6320421,2989,"+","WBGene00017816",3.76178,1622,1,1622,664
"chrI",6317703,6320421,2719,"+","WBGene00017816",3.76178,1623,1,1623,665
"chrIII",10707212,10708419,1208,"+","WBGene00012361",3.71741,1635,1,1635,666
"chrI",7149935,7151916,1982,"-","WBGene00010645",3.6775,1639,1,1639,667
"chrIII",8768080,8769171,1092,"+","WBGene00019800",3.67517,1640,1,1640,668
"chrIII",8768081,8769171,1091,"+","WBGene00019800",3.67517,1641,1,1641,669
"chrIII",8768230,8769171,942,"+","WBGene00019800",3.67517,1642,1,1642,670
"chrIV",10366311,10367972,1662,"-","WBGene00011239",3.67302,1643,1,1643,671
"chrIV",10366311,10367973,1663,"-","WBGene00011239",3.67302,1644,1,1644,672
"chrIV",6913346,6917105,3760,"+","WBGene00020682",3.64794,1645,1,1645,673
"chrI",6177985,6181209,3225,"-","WBGene00020383",3.63879,1646,1,1646,674
"chrI",6177985,6181143,3159,"-","WBGene00020383",3.63879,1647,1,1647,675
"chrI",14104417,14113167,8751,"-","WBGene00001047",3.6253,1650,1,1650,676
"chrI",14104417,14113204,8788,"-","WBGene00001047",3.6253,1651,1,1651,677
"chrI",11572081,11577545,5465,"-","WBGene00008856",3.60816,1656,1,1656,678
"chrI",11572081,11577479,5399,"-","WBGene00008856",3.60816,1657,1,1657,679
"chrII",8280805,8283324,2520,"-","WBGene00003821",3.5893,1659,1,1659,680
"chrII",8280805,8283325,2521,"-","WBGene00003821",3.5893,1660,1,1660,681
